Species,PriceCateg,Weight,Length
Pseudobagrus brachyrhabdion,NA,NA,20.72
Pseudobagrus brevianalis,unknown,NA,10
Pseudobagrus brevicaudatus,unknown,NA,NA
Pseudobagrus crassilabris,unknown,188,23.5
Pseudobagrus eupogoides,unknown,NA,NA
Pseudobagrus fui,unknown,NA,13.38
Pseudobagrus gracilis,unknown,NA,17.307
Pseudobagrus hwanghoensis,unknown,NA,NA
Pseudobagrus kaifenensis,unknown,NA,NA
Pseudobagrus koreanus,unknown,NA,14.9
Pseudobagrus kyphus,unknown,NA,7.26
Pseudobagrus medianalis,unknown,NA,20
Pseudobagrus microps,unknown,NA,NA
Pseudobagrus nubilosus,NA,NA,5.08
Pseudobagrus omeihensis,unknown,NA,NA
Pseudobagrus ondon,unknown,NA,NA
Pseudobagrus pratti,unknown,NA,20.5
Pseudobagrus rendahli,unknown,NA,NA
Pseudobagrus sinyanensis,unknown,NA,NA
Pseudobagrus taeniatus,unknown,NA,23.6
Pseudobagrus taiwanensis,unknown,NA,NA
Pseudobagrus tenuifurcatus,unknown,NA,35
Pseudobagrus tenuis,unknown,NA,22.7
Pseudobagrus tokiensis,unknown,NA,11.32
Pseudobagrus trilineatus,unknown,NA,7.6
Pseudobagrus truncatus,unknown,NA,15.68
Pseudobagrus vachellii,unknown,NA,42.3
Pseudobagrus wangi,unknown,NA,NA
Pseudobalistes flavimarginatus,medium,NA,60
Pseudobalistes fuscus,medium,NA,55
Pseudobalistes naufragium,medium,NA,100
Pseudobarbus afer,unknown,NA,8.9
Pseudobarbus asper,unknown,NA,12
Pseudobarbus burchelli,unknown,NA,13.5
Pseudobarbus burgi,unknown,NA,12
Pseudobarbus calidus,unknown,NA,8.2
Pseudobarbus capensis,unknown,3407,60
Pseudobarbus erubescens,unknown,NA,9.5
Pseudobarbus hospes,unknown,NA,7.5
Pseudobarbus phlegethon,unknown,NA,7.1
Pseudobarbus quathlambae,unknown,NA,13
Pseudobarbus senticeps,NA,NA,7.93
Pseudobarbus serra,unknown,7000,50
Pseudobarbus skeltoni,NA,NA,16.34
Pseudobarbus swartzi,NA,NA,8.11
Pseudobarbus tenuis,unknown,NA,8
Pseudobarbus trevelyani,unknown,NA,9.5
Pseudobarbus verloreni,NA,NA,7.08
Pseudobathylagus milleri,unknown,NA,21.6
Pseudobatos glaucostigmus,low,NA,89
Pseudobatos horkelii,low,NA,138
Pseudobatos lentiginosus,low,NA,75
Pseudobatos leucorhynchus,low,NA,118
Pseudobatos percellens,low,955.1,100
Pseudobatos planiceps,high,NA,113.5
Pseudobatos prahli,NA,1350,90
Pseudobatos productus,low,9750,119
Pseudoblennius argenteus,low,NA,7
Pseudoblennius cottoides,low,NA,13
Pseudoblennius marmoratus,low,NA,11
Pseudoblennius percoides,low,NA,18
Pseudoblennius totomius,low,NA,5.7
Pseudoblennius zonostigma,low,NA,12
Pseudobrama simoni,unknown,NA,20
Pseudobunocephalus amazonicus,unknown,NA,4.5
Pseudobunocephalus bifidus,unknown,NA,4.3
Pseudobunocephalus iheringii,unknown,1.8,6.3
Pseudobunocephalus lundbergi,NA,NA,2.91
Pseudobunocephalus quadriradiatus,unknown,NA,3.21
Pseudobunocephalus rugosus,unknown,NA,3
Pseudocalliurichthys variegatus,unknown,NA,10
Pseudocaranx chilensis,medium,NA,65
Pseudocaranx dentex,very high,18120,122
Pseudocaranx dinjerra,NA,NA,23
Pseudocaranx wrighti,medium,NA,70
Pseudocarcharias kamoharai,unknown,NA,110
Pseudocetonurus septifer,medium,NA,39
Pseudochaenichthys georgianus,low,2080,60
Pseudochalceus bohlkei,unknown,NA,6.91
Pseudochalceus kyburzi,unknown,NA,7.8
Pseudochalceus lineatus,unknown,NA,7.5
Pseudochalceus longianalis,unknown,NA,7.85
Pseudocheilinops ataenia,NA,NA,6.5
Pseudocheilinus citrinus,very high,NA,6.6
Pseudocheilinus dispilus,very high,NA,7.82
Pseudocheilinus evanidus,very high,NA,9
Pseudocheilinus hexataenia,very high,NA,10
Pseudocheilinus ocellatus,very high,NA,10.25
Pseudocheilinus octotaenia,very high,NA,14
Pseudocheilinus tetrataenia,very high,NA,7.5
Pseudocheirodon arnoldi,unknown,NA,4.28
Pseudocheirodon terrabae,unknown,NA,5.05
Pseudochondrostoma duriense,unknown,NA,40
Pseudochondrostoma polylepis,unknown,NA,40
Pseudochondrostoma willkommii,unknown,NA,40
Pseudochromis aldabraensis,unknown,NA,10
Pseudochromis alticaudex,NA,NA,4.58
Pseudochromis ammeri,NA,NA,5.96
Pseudochromis andamanensis,unknown,NA,7
Pseudochromis aureolineatus,NA,NA,7.05
Pseudochromis aurulentus,unknown,NA,6.8
Pseudochromis bitaeniatus,unknown,NA,12
Pseudochromis caudalis,unknown,NA,11
Pseudochromis chrysospilus,NA,NA,5.61
Pseudochromis coccinicauda,unknown,NA,3.9
Pseudochromis colei,unknown,NA,4.1
Pseudochromis cometes,unknown,NA,2.2
Pseudochromis cyanotaenia,unknown,NA,6.2
Pseudochromis dilectus,unknown,NA,NA
Pseudochromis dixurus,unknown,NA,9
Pseudochromis dutoiti,unknown,NA,9
Pseudochromis eichleri,NA,NA,6.83
Pseudochromis elongatus,unknown,NA,6.5
Pseudochromis erdmanni,NA,NA,8.15
Pseudochromis flammicauda,unknown,NA,5.5
Pseudochromis flavivertex,unknown,NA,7.2
Pseudochromis flavopunctatus,unknown,NA,6.8
Pseudochromis fowleri,unknown,NA,5.3
Pseudochromis fridmani,unknown,NA,6.3
Pseudochromis fuligifinis,NA,NA,3.23
Pseudochromis fuscus,unknown,NA,10
Pseudochromis howsoni,unknown,NA,10
Pseudochromis jace,NA,NA,6.25
Pseudochromis jamesi,unknown,NA,5.5
Pseudochromis kolythrus,unknown,NA,3.77
Pseudochromis kristinae,NA,NA,6.99
Pseudochromis leucorhynchus,unknown,NA,9
Pseudochromis linda,unknown,NA,8.1
Pseudochromis litus,unknown,NA,6.3
Pseudochromis lugubris,NA,NA,8.2
Pseudochromis luteus,unknown,NA,4.65
Pseudochromis madagascariensis,NA,NA,5.2
Pseudochromis magnificus,unknown,NA,NA
Pseudochromis marshallensis,unknown,NA,8
Pseudochromis matahari,NA,NA,4.47
Pseudochromis melanurus,NA,NA,4.03
Pseudochromis melas,unknown,NA,8
Pseudochromis mooii,NA,NA,4.93
Pseudochromis moorei,unknown,NA,12
Pseudochromis natalensis,unknown,NA,9
Pseudochromis nigrovittatus,unknown,NA,9
Pseudochromis oligochrysus,NA,NA,4.98
Pseudochromis olivaceus,unknown,NA,9
Pseudochromis omanensis,unknown,NA,12
Pseudochromis persicus,unknown,NA,15.4
Pseudochromis perspicillatus,unknown,NA,12
Pseudochromis pesi,unknown,NA,10
Pseudochromis pictus,unknown,NA,8.3
Pseudochromis punctatus,unknown,NA,10.4
Pseudochromis pylei,unknown,NA,8
Pseudochromis quinquedentatus,unknown,NA,9.5
Pseudochromis ransonneti,unknown,NA,7
Pseudochromis reticulatus,unknown,NA,5.07
Pseudochromis rutilus,NA,NA,5.5
Pseudochromis sankeyi,unknown,NA,7
Pseudochromis socotraensis,NA,NA,3.45
Pseudochromis springeri,unknown,NA,5.5
Pseudochromis steenei,unknown,NA,12
Pseudochromis striatus,unknown,NA,NA
Pseudochromis tapeinosoma,unknown,NA,7.4
Pseudochromis tauberae,unknown,NA,8
Pseudochromis tigrinus,NA,NA,5.08
Pseudochromis tonozukai,NA,NA,6.26
Pseudochromis viridis,unknown,NA,4.28
Pseudochromis wilsoni,unknown,NA,8
Pseudocoris aequalis,NA,NA,11.2
Pseudocoris aurantiofasciata,very high,NA,20
Pseudocoris bleekeri,very high,NA,15
Pseudocoris hemichrysos,NA,NA,10
Pseudocoris heteroptera,very high,NA,20
Pseudocoris occidentalis,NA,NA,18
Pseudocoris ocellata,very high,NA,11.08
Pseudocoris petila,NA,NA,14
Pseudocoris yamashiroi,NA,NA,16
Pseudocorynopoma doriae,unknown,NA,6.3
Pseudocorynopoma heterandria,unknown,NA,5.62
Pseudocrenilabrus multicolor,unknown,NA,8
Pseudocrenilabrus nicholsi,unknown,NA,8.5
Pseudocrenilabrus philander,unknown,NA,13
Pseudocrenilabrus pyrrhocaudalis,NA,NA,7.31
Pseudocrossocheilus liuchengensis,unknown,NA,8.1
Pseudocrossocheilus longibullus,unknown,NA,10.4
Pseudocrossocheilus nigrovittatus,unknown,NA,9.7
Pseudocrossocheilus papillolabrus,unknown,NA,12.85
Pseudocrossocheilus tridentis,unknown,NA,12.7
Pseudocurimata boehlkei,unknown,NA,10.9
Pseudocurimata boulengeri,unknown,NA,14.6
Pseudocurimata lineopunctata,unknown,NA,11.4
Pseudocurimata patiae,unknown,NA,12.5
Pseudocurimata peruana,unknown,NA,12.7
Pseudocurimata troschelii,unknown,NA,15.5
Pseudocyttus maculatus,medium,5000,68
Pseudodax moluccanus,very high,NA,30
Pseudogastromyzon buas,unknown,NA,NA
Pseudogastromyzon changtingensis,unknown,NA,6.2
Pseudogastromyzon cheni,unknown,NA,5
Pseudogastromyzon daon,unknown,NA,3.2
Pseudogastromyzon elongatus,unknown,NA,NA
Pseudogastromyzon fangi,unknown,NA,10
Pseudogastromyzon fasciatus,unknown,NA,8.2
Pseudogastromyzon laticeps,unknown,NA,6.7
Pseudogastromyzon lianjiangensis,unknown,NA,6.85
Pseudogastromyzon loos,unknown,NA,NA
Pseudogastromyzon meihuashanensis,unknown,NA,NA
Pseudogastromyzon myersi,unknown,NA,6
Pseudogastromyzon peristictus,unknown,NA,5.1
Pseudogilbia sanblasensis,NA,NA,6.6
Pseudoginglymostoma brevicaudatum,unknown,NA,75
Pseudogobio banggiangensis,unknown,NA,NA
Pseudogobio esocinus,unknown,NA,29.2
Pseudogobio guilinensis,unknown,NA,20
Pseudogobio vaillanti,unknown,NA,20
Pseudogobiopsis festivus,NA,NA,3.45
Pseudogobiopsis oligactis,very high,NA,6
Pseudogobiopsis paludosus,very high,NA,3.05
Pseudogobiopsis tigrellus,NA,NA,2.3
Pseudogobius avicennia,very high,NA,3.15
Pseudogobius fulvicaudus,NA,NA,1.9
Pseudogobius javanicus,NA,NA,6
Pseudogobius masago,very high,NA,2.04
Pseudogobius melanostictus,very high,NA,4
Pseudogobius olorum,very high,NA,6
Pseudogobius poicilosoma,NA,NA,6.5
Pseudogobius taijiangensis,NA,NA,4.01
Pseudogramma astigma,very high,NA,7.4
Pseudogramma australis,very high,NA,6.7
Pseudogramma axelrodi,very high,NA,6.1
Pseudogramma brederi,NA,NA,6.75
Pseudogramma erythrea,very high,NA,NA
Pseudogramma galzini,NA,NA,6.14
Pseudogramma gregoryi,very high,NA,7.5
Pseudogramma guineensis,very high,NA,2.32
Pseudogramma megamyctera,very high,NA,NA
Pseudogramma paucilepis,NA,NA,6.03
Pseudogramma pectoralis,very high,NA,NA
Pseudogramma polyacantha,very high,NA,8.6
Pseudogramma thaumasia,very high,NA,9
Pseudogramma xantha,very high,NA,4.1
Pseudogyrinocheilus longisulcus,NA,NA,8.92
Pseudogyrinocheilus prochilus,unknown,NA,29.2
Pseudohemiculter dispar,unknown,153.7,29.1
Pseudohemiculter hainanensis,unknown,NA,24
Pseudohemiculter kweichowensis,unknown,NA,11
Pseudohemiculter pacboensis,unknown,NA,NA
Pseudohemiodon amazonum,unknown,NA,9.2
Pseudohemiodon apithanos,unknown,NA,14.5
Pseudohemiodon devincenzii,unknown,NA,14.3
Pseudohemiodon lamina,unknown,NA,15.9
Pseudohemiodon laticeps,unknown,NA,29.8
Pseudohemiodon platycephalus,unknown,NA,18
Pseudohemiodon thorectes,unknown,NA,11.7
Pseudohomaloptera batek,NA,NA,9.86
Pseudohomaloptera leonardi,unknown,NA,6.5
Pseudohomaloptera sexmaculata,unknown,NA,NA
Pseudohomaloptera tatereganii,unknown,NA,8.5
Pseudohomaloptera vulgaris,unknown,NA,4.97
Pseudohomaloptera yunnanensis,unknown,NA,5.8
Pseudohowella intermedia,unknown,NA,NA
Pseudojuloides argyreogaster,NA,NA,NA
Pseudojuloides atavai,very high,NA,13
Pseudojuloides cerasinus,very high,NA,NA
Pseudojuloides edwardi,NA,NA,7.3
Pseudojuloides elongatus,very high,NA,14
Pseudojuloides erythrops,NA,NA,10
Pseudojuloides kaleidos,very high,NA,10
Pseudojuloides labyrinthus,NA,NA,6.5
Pseudojuloides mesostigma,very high,NA,7
Pseudojuloides polackorum,NA,NA,12.3
Pseudojuloides polynesica,NA,NA,12
Pseudojuloides pyrius,NA,NA,7.2
Pseudojuloides severnsi,very high,NA,9.15
Pseudojuloides splendens,NA,NA,8.96
Pseudojuloides xanthomos,NA,NA,6.5
Pseudojuloides zeus,NA,NA,6.75
Pseudolabrus biserialis,very high,NA,17.2
Pseudolabrus eoethinus,very high,NA,20
Pseudolabrus fuentesi,very high,NA,16.5
Pseudolabrus gayi,very high,NA,9.73
Pseudolabrus guentheri,very high,NA,18
Pseudolabrus japonicus,very high,NA,25
Pseudolabrus luculentus,very high,NA,17
Pseudolabrus miles,very high,NA,27.2
Pseudolabrus rubicundus,very high,NA,NA
Pseudolabrus semifasciatus,very high,NA,25
Pseudolabrus sieboldi,very high,NA,NA
Pseudolabrus torotai,very high,NA,15.8
Pseudolaguvia assula,NA,NA,NA
Pseudolaguvia austrina,NA,NA,NA
Pseudolaguvia ferruginea,NA,NA,2.89
Pseudolaguvia ferula,NA,NA,2.54
Pseudolaguvia flavida,NA,NA,2.46
Pseudolaguvia foveolata,unknown,NA,3
Pseudolaguvia fucosa,NA,NA,2.74
Pseudolaguvia inornata,unknown,NA,2.74
Pseudolaguvia jiyaensis,NA,NA,3.12
Pseudolaguvia kapuri,unknown,NA,4
Pseudolaguvia lapillicola,NA,NA,NA
Pseudolaguvia magna,NA,NA,4.67
Pseudolaguvia muricata,unknown,NA,2.57
Pseudolaguvia nubila,NA,NA,3.25
Pseudolaguvia ribeiroi,unknown,NA,10
Pseudolaguvia shawi,unknown,NA,3.82
Pseudolaguvia spicula,NA,NA,3.11
Pseudolaguvia tenebricosa,unknown,NA,3.15
Pseudolaguvia tuberculata,unknown,NA,3
Pseudolaguvia virgulata,NA,NA,2.88
Pseudolaguvia viriosa,NA,NA,2.72
Pseudolais micronemus,unknown,NA,100
Pseudolais pleurotaenia,unknown,NA,35
Pseudolaubuca engraulis,unknown,NA,22
Pseudolaubuca hotaya,unknown,NA,NA
Pseudolaubuca jouyi,unknown,NA,NA
Pseudolaubuca sinensis,unknown,NA,29.2
Pseudoliparis amblystomopsis,unknown,NA,23.8
Pseudoliparis belyaevi,unknown,NA,10.8
Pseudoliparis swirei,NA,NA,22.6
Pseudolithoxus anthrax,unknown,NA,12.4
Pseudolithoxus dumus,unknown,NA,10.1
Pseudolithoxus kelsorum,NA,NA,6.6
Pseudolithoxus nicoi,unknown,NA,11.4
Pseudolithoxus tigris,unknown,NA,9.4
Pseudoloricaria laeviuscula,unknown,NA,30.5
Pseudomancopsetta andriashevi,very high,NA,11
Pseudomonacanthus elongatus,unknown,NA,25
Pseudomonacanthus macrurus,unknown,NA,18
Pseudomonacanthus peroni,unknown,NA,35
Pseudomugil connieae,unknown,NA,5
Pseudomugil cyanodorsalis,unknown,NA,3.5
Pseudomugil furcatus,unknown,NA,5
Pseudomugil gertrudae,unknown,NA,3.8
Pseudomugil inconspicuus,unknown,NA,3.5
Pseudomugil ivantsoffi,unknown,NA,NA
Pseudomugil majusculus,unknown,NA,5
Pseudomugil mellis,unknown,NA,3.5
Pseudomugil novaeguineae,unknown,NA,3.59
Pseudomugil paludicola,unknown,NA,3.5
Pseudomugil paskai,unknown,NA,3
Pseudomugil pellucidus,unknown,NA,3.09
Pseudomugil reticulatus,unknown,NA,2.8
Pseudomugil signifer,unknown,NA,7
Pseudomugil tenellus,unknown,NA,5.5
Pseudomyrophis atlanticus,unknown,NA,25.9
Pseudomyrophis frio,unknown,NA,26
Pseudomyrophis fugesae,unknown,NA,NA
Pseudomyrophis micropinna,unknown,NA,16
Pseudomyrophis nimius,unknown,NA,36.7
Pseudomystus bomboides,unknown,NA,4.2
Pseudomystus breviceps,unknown,NA,9
Pseudomystus carnosus,unknown,NA,8.28
Pseudomystus flavipinnis,unknown,NA,NA
Pseudomystus fumosus,unknown,NA,7.36
Pseudomystus funebris,NA,NA,5
Pseudomystus heokhuii,NA,NA,6.36
Pseudomystus inornatus,unknown,NA,14.5
Pseudomystus leiacanthus,unknown,NA,6.2
Pseudomystus mahakamensis,unknown,NA,10
Pseudomystus moeschii,unknown,NA,9
Pseudomystus myersi,unknown,NA,8.7
Pseudomystus robustus,unknown,NA,25
Pseudomystus rugosus,unknown,NA,12
Pseudomystus siamensis,unknown,NA,15
Pseudomystus sobrinus,unknown,NA,6.23
Pseudomystus stenogrammus,unknown,NA,NA
Pseudomystus stenomus,unknown,NA,12
Pseudomystus vaillanti,unknown,NA,10.7
Pseudomyxus capensis,medium,NA,45
Pseudonezumia cetonuropsis,medium,NA,27
Pseudonezumia japonicus,medium,NA,34
Pseudonezumia parvipes,medium,NA,30
Pseudonezumia pusilla,medium,NA,25
Pseudonotoliparis rassi,unknown,NA,8.8
Pseudonus acutus,unknown,NA,12.1
Pseudonus squamiceps,unknown,NA,11.6
Pseudopataecus carnatobarbatus,NA,NA,9.74
Pseudopataecus taenianotus,NA,NA,10.8
Pseudopercis numida,unknown,20200,120
Pseudopercis semifasciata,high,10000,100
Pseudophallus elcapitanensis,unknown,NA,18.5
Pseudophallus mindii,unknown,NA,16
Pseudophallus starksii,unknown,NA,17.6
Pseudophichthys splendens,medium,NA,38.7
Pseudophoxinus alii,NA,33.7,13.5
Pseudophoxinus anatolicus,unknown,NA,23.2
Pseudophoxinus antalyae,unknown,NA,17
Pseudophoxinus atropatenus,unknown,NA,9.5
Pseudophoxinus battalgilae,unknown,NA,10.968
Pseudophoxinus burduricus,NA,NA,8.669
Pseudophoxinus callensis,unknown,NA,10.7
Pseudophoxinus caralis,NA,NA,NA
Pseudophoxinus crassus,unknown,133.1,19.8
Pseudophoxinus drusensis,unknown,NA,10
Pseudophoxinus egridiri,unknown,NA,6.1
Pseudophoxinus elizavetae,NA,NA,7.9
Pseudophoxinus evliyae,NA,NA,8.77
Pseudophoxinus fahrettini,NA,NA,10.5
Pseudophoxinus firati,NA,NA,8.42
Pseudophoxinus handlirschi,unknown,NA,12
Pseudophoxinus hasani,unknown,NA,5.78
Pseudophoxinus hittitorum,NA,NA,NA
Pseudophoxinus kervillei,unknown,NA,10
Pseudophoxinus libani,NA,NA,NA
Pseudophoxinus maeandri,unknown,NA,7
Pseudophoxinus maeandricus,unknown,NA,7.87
Pseudophoxinus mehmeti,NA,NA,7.07
Pseudophoxinus ninae,unknown,NA,7.48
Pseudophoxinus punicus,unknown,NA,7.2
Pseudophoxinus sojuchbulagi,unknown,NA,NA
Pseudophoxinus syriacus,NA,NA,8.7
Pseudophoxinus turani,NA,NA,9.34
Pseudophoxinus zekayi,NA,NA,9.8
Pseudophoxinus zeregi,unknown,NA,6.45
Pseudophycis bachus,medium,NA,90
Pseudophycis barbata,medium,NA,63
Pseudophycis breviuscula,medium,NA,25
Pseudopimelodus bufonius,unknown,NA,24.5
Pseudopimelodus charus,unknown,NA,20.2
Pseudopimelodus mangurus,unknown,6700,69
Pseudopimelodus pulcher,unknown,NA,8.7
Pseudopimelodus schultzi,unknown,NA,20.7
Pseudoplatystoma corruscans,unknown,100000,166
Pseudoplatystoma fasciatum,unknown,70000,104.5
Pseudoplatystoma magdaleniatum,NA,NA,100
Pseudoplatystoma metaense,NA,NA,55.9
Pseudoplatystoma orinocoense,NA,NA,52.42
Pseudoplatystoma punctifer,NA,NA,NA
Pseudoplatystoma reticulatum,NA,NA,60.5
Pseudoplatystoma tigrinum,unknown,17000,130
Pseudoplesiops annae,unknown,NA,3.7
Pseudoplesiops collare,unknown,NA,2.56
Pseudoplesiops howensis,unknown,NA,2.8
Pseudoplesiops immaculatus,unknown,NA,4
Pseudoplesiops occidentalis,unknown,NA,NA
Pseudoplesiops revellei,unknown,NA,3.5
Pseudoplesiops rosae,unknown,NA,2.3
Pseudoplesiops typus,unknown,NA,4.6
Pseudoplesiops wassi,unknown,NA,2.88
Pseudopleuronectes americanus,very high,3600,64
Pseudopleuronectes herzensteini,very high,1300,50
Pseudopleuronectes obscurus,medium,2600,56
Pseudopleuronectes schrenki,medium,2500,50
Pseudopleuronectes yokohamae,medium,1900,45
Pseudopoecilia austrocolumbiana,unknown,NA,2
Pseudopoecilia festae,unknown,NA,3.5
Pseudopoecilia fria,unknown,NA,NA
Pseudopungtungia nigra,unknown,NA,10.6
Pseudopungtungia tenuicorpus,unknown,NA,10
Pseudoqolus koko,NA,NA,9.01
Pseudoraja fischeri,medium,NA,NA
Pseudorasbora elongata,unknown,NA,11.7
Pseudorasbora interrupta,NA,NA,5.5
Pseudorasbora parva,unknown,NA,12.5
Pseudorasbora pugnax,NA,NA,5.97
Pseudorasbora pumila,unknown,NA,8
Pseudorestias lirimensis,NA,NA,NA
Pseudorhinogobius aporus,very high,NA,NA
Pseudorhombus annulatus,very high,NA,10.5
Pseudorhombus argus,very high,NA,25
Pseudorhombus arsius,very high,NA,45
Pseudorhombus binii,very high,NA,NA
Pseudorhombus cinnamoneus,very high,NA,35
Pseudorhombus ctenosquamis,very high,NA,NA
Pseudorhombus diplospilus,very high,NA,40
Pseudorhombus dupliciocellatus,very high,NA,40
Pseudorhombus elevatus,very high,NA,20
Pseudorhombus javanicus,very high,NA,35
Pseudorhombus jenynsii,very high,1471,34
Pseudorhombus levisquamis,very high,NA,26.74
Pseudorhombus malayanus,very high,NA,35
Pseudorhombus megalops,very high,NA,22
Pseudorhombus micrognathus,very high,NA,NA
Pseudorhombus natalensis,very high,175,26.5
Pseudorhombus neglectus,very high,NA,25
Pseudorhombus oculocirris,very high,NA,NA
Pseudorhombus oligodon,very high,NA,30
Pseudorhombus pentophthalmus,very high,NA,18
Pseudorhombus quinquocellatus,very high,NA,20
Pseudorhombus russellii,very high,NA,23
Pseudorhombus spinosus,very high,NA,30
Pseudorhombus tenuirastrum,very high,NA,25
Pseudorhombus triocellatus,very high,NA,15
Pseudorinelepis genibarbis,unknown,NA,35.6
Pseudoscaphirhynchus fedtschenkoi,unknown,NA,65
Pseudoscaphirhynchus hermanni,unknown,50.5,27.5
Pseudoscaphirhynchus kaufmanni,unknown,2000,75
Pseudoscopelus altipinnis,unknown,NA,20
Pseudoscopelus aphos,unknown,NA,14.5
Pseudoscopelus astronesthidens,NA,NA,15
Pseudoscopelus australis,NA,NA,17
Pseudoscopelus bothrorrhinos,NA,NA,5.51
Pseudoscopelus cephalus,unknown,NA,8.9
Pseudoscopelus cordilluminatus,NA,NA,9.73
Pseudoscopelus lavenbergi,NA,NA,18.1
Pseudoscopelus obtusifrons,unknown,NA,18
Pseudoscopelus odontoglossum,NA,NA,7.02
Pseudoscopelus parini,unknown,NA,16.8
Pseudoscopelus paxtoni,NA,NA,22.79
Pseudoscopelus pierbartus,NA,NA,13.8
Pseudoscopelus sagamianus,unknown,NA,21.5
Pseudoscopelus scriptus,unknown,NA,15.5
Pseudoscopelus scutatus,unknown,NA,5.1
Pseudosetipinna haizhouensis,medium,NA,17.1
Pseudosimochromis babaulti,unknown,NA,12
Pseudosimochromis curvifrons,unknown,NA,14
Pseudosimochromis margaretae,unknown,NA,8.15
Pseudosimochromis marginatus,unknown,NA,10
Pseudosphromenus cupanus,unknown,NA,7.5
Pseudosphromenus dayi,unknown,NA,7.5
Pseudostegophilus haemomyzon,unknown,NA,5.7
Pseudostegophilus nemurus,unknown,NA,15
Pseudosynanceia melanostigma,unknown,NA,13
Pseudotatia parva,unknown,NA,4.6
Pseudotocinclus juquiae,unknown,NA,3.19
Pseudotocinclus parahybae,unknown,NA,NA
Pseudotocinclus tietensis,unknown,NA,6.23
Pseudotolithus elongatus,high,NA,47
Pseudotolithus epipercus,medium,NA,60
Pseudotolithus moorii,medium,NA,50
Pseudotolithus senegalensis,high,12000,114
Pseudotolithus senegallus,high,12500,230
Pseudotolithus typus,medium,15020,140
Pseudotothyris ignota,NA,NA,3.3
Pseudotothyris janeirensis,unknown,NA,5
Pseudotothyris obtusa,unknown,NA,4
Pseudotriacanthus strigilifer,unknown,NA,25
Pseudotriakis microdon,unknown,NA,269
Pseudotrichonotus altivelis,unknown,NA,9
Pseudotrichonotus belos,NA,NA,4.12
Pseudotrichonotus caeruleoflavus,NA,NA,3.37
Pseudotrichonotus xanthotaenia,unknown,NA,NA
Pseudotropheus benetos,unknown,NA,9.13
Pseudotropheus brevis,unknown,NA,12
Pseudotropheus crabro,unknown,NA,9.4
Pseudotropheus cyaneorhabdos,unknown,NA,7.52
Pseudotropheus elegans,unknown,NA,13.2
Pseudotropheus fuscoides,unknown,NA,12
Pseudotropheus fuscus,unknown,NA,11
Pseudotropheus galanos,unknown,NA,8.8
Pseudotropheus interruptus,unknown,NA,9.8
Pseudotropheus joanjohnsonae,unknown,NA,10
